"Game Title","User Rating",age_group_id,Price,platform_id,special_device_id,developer_publisher_id,release_year_id,genre_id,multiplayer_id,"Game Length (Hours)",game_quality_id,"User Review Text",game_mode_id,"Min Number of Players"
"Portal 2",32.6,4,46.45,5,2,53,9,4,1,27.1,24,"Solid game, but too many bugs.",2,8
"Street Fighter V",32.1,1,27.98,2,2,5,11,4,2,55.1,49,"Great game, but the gameplay is amazing.",1,10
"The Legend of Zelda: Breath of the Wild",20.9,3,29.39,1,1,5,7,8,2,14.5,9,"Amazing game, but the gameplay is amazing.",1,2
"Among Us",31.9,3,46.35,5,2,51,14,6,1,29.3,12,"Solid game, but the gameplay is amazing.",2,4
"Pillars of Eternity II: Deadfire",29.9,1,50.31,2,1,87,13,1,2,12,6,"Disappointing game, but the graphics could be better.",2,5
"Just Dance 2024",39.9,1,53.2,3,1,53,10,6,1,45.4,5,"Disappointing game, but too many bugs.",2,10
Minecraft,31.6,1,40.25,1,1,69,7,8,1,34.3,51,"Disappointing game, but the gameplay is amazing.",2,7
"Tekken 7",41,4,51.69,5,1,38,3,4,1,44.4,53,"Great game, but the graphics could be better.",1,3
"Half-Life: Alyx",44.2,2,55.22,4,2,18,4,4,2,57.4,35,"Solid game, but too many bugs.",2,3
"Grand Theft Auto V",24.7,3,25.32,3,1,9,12,6,2,38,19,"Amazing game, but the graphics could be better.",1,8
"The Witcher 3: Wild Hunt",21.1,1,31.72,4,2,11,9,10,2,21,38,"Great game, but the graphics could be better.",2,6
"The Legend of Zelda: Breath of the Wild",43.1,1,55.19,3,1,33,10,6,1,57.8,56,"Solid game, but the gameplay is amazing.",2,6
"The Legend of Zelda: Breath of the Wild",14.3,4,24.7,2,2,37,13,8,2,10.7,52,"Solid game, but too many bugs.",1,10
"Sid Meierâ€™s Civilization VI",24.5,4,30.23,2,1,3,7,4,2,28.6,56,"Amazing game, but too many bugs.",2,2
"Red Dead Redemption 2",31.1,2,45.87,3,2,58,6,7,2,27.5,48,"Amazing game, but the graphics could be better.",1,2
"Call of Duty: Modern Warfare 2",18.8,4,22.63,5,2,47,8,9,2,28.4,44,"Solid game, but too many bugs.",1,4
"PokÃ©mon Scarlet & Violet",37,1,48.78,1,1,75,14,8,1,43.7,64,"Amazing game, but the graphics could be better.",2,4
"The Elder Scrolls V: Skyrim",29.1,4,33.54,3,2,17,2,3,1,47,26,"Solid game, but the gameplay is amazing.",1,7
"FIFA 24",30.1,4,30.46,3,1,2,14,10,2,51.5,16,"Disappointing game, but the gameplay is amazing.",1,10
"Mario Kart 8 Deluxe",25.1,3,43.95,4,2,37,8,6,2,5.3,49,"Solid game, but the graphics could be better.",1,6
"Stardew Valley",27.3,3,24.38,2,2,33,9,3,2,44.8,40,"Amazing game, but too many bugs.",2,8
"Half-Life: Alyx",16.7,2,21.97,5,1,44,7,4,1,21.7,51,"Amazing game, but the gameplay is amazing.",2,10
Cuphead,45.7,3,56.18,5,1,80,5,4,2,57.9,29,"Solid game, but the graphics could be better.",1,8
Fortnite,28.8,3,34.74,1,2,58,12,1,1,37.3,48,"Disappointing game, but too many bugs.",1,6
Minecraft,14,1,23.17,3,2,7,9,9,1,8.7,5,"Great game, but the gameplay is amazing.",2,5
"Pillars of Eternity II: Deadfire",28.8,1,45.92,5,2,3,1,4,2,20.6,2,"Solid game, but the graphics could be better.",1,2
"Portal 2",30.7,4,28.47,1,2,59,12,3,2,51.4,27,"Great game, but the graphics could be better.",1,7
Minecraft,30.8,3,36.36,2,2,31,14,8,2,39.9,21,"Solid game, but the gameplay is amazing.",2,8
"The Witcher 3: Wild Hunt",23.5,4,35.01,2,1,35,2,1,2,21.2,6,"Solid game, but the gameplay is amazing.",1,6
Hades,40.7,4,50.3,3,1,89,12,4,1,56.2,39,"Great game, but the graphics could be better.",1,8
"Tomb Raider (2013)",40,4,55.72,3,2,52,6,6,1,47,35,"Great game, but the gameplay is amazing.",1,3
"Stardew Valley",31.6,1,57.87,3,2,90,7,9,1,14.1,61,"Great game, but the gameplay is amazing.",1,7
"Street Fighter V",31,4,42.67,4,2,14,9,9,2,34.9,19,"Great game, but the graphics could be better.",1,2
"Rocket League",33.2,1,49.01,3,2,10,14,7,2,35.6,17,"Great game, but the gameplay is amazing.",2,7
"Among Us",44.2,2,57.63,1,2,43,7,8,1,50.8,27,"Disappointing game, but the gameplay is amazing.",1,10
"Call of Duty: Modern Warfare 2",36.1,4,46.15,4,2,44,12,7,1,48,23,"Great game, but the gameplay is amazing.",1,5
"Halo Infinite",36.1,4,34.21,3,2,25,7,5,2,57.9,64,"Amazing game, but the gameplay is amazing.",2,2
"Spelunky 2",43.9,2,55.1,5,2,80,4,2,2,54.7,44,"Solid game, but too many bugs.",2,8
"Tomb Raider (2013)",20.5,2,28.12,4,1,16,1,1,1,27.9,54,"Disappointing game, but too many bugs.",1,6
"Animal Crossing: New Horizons",36.9,1,59.64,1,2,63,10,3,2,26.1,63,"Disappointing game, but the graphics could be better.",2,4
"Ghost of Tsushima",33,1,38.04,2,2,48,10,7,1,48,58,"Great game, but the gameplay is amazing.",1,1
"Spelunky 2",28.1,1,45.95,5,2,76,13,1,2,20.1,29,"Great game, but too many bugs.",2,8
"Mario Kart 8 Deluxe",24.1,2,43.28,3,1,56,7,4,1,5.5,51,"Disappointing game, but the gameplay is amazing.",1,5
"1000-Piece Puzzle",25.8,1,31.98,5,2,18,11,1,1,34.5,18,"Disappointing game, but the graphics could be better.",1,6
Fortnite,33.8,2,34.73,1,1,3,1,7,1,52.3,58,"Disappointing game, but too many bugs.",1,5
Cuphead,36.1,3,40.32,1,1,52,2,3,1,56.7,59,"Solid game, but the graphics could be better.",2,10
"Spelunky 2",15.8,3,23.04,1,2,11,10,2,1,16,57,"Solid game, but the graphics could be better.",1,10
Tetris,46.8,4,58.22,5,1,27,2,1,2,54.2,21,"Amazing game, but the graphics could be better.",2,2
"Among Us",30.7,2,56.36,1,2,42,13,3,2,13.2,21,"Disappointing game, but the gameplay is amazing.",2,10
"Pillars of Eternity II: Deadfire",32.2,4,58.11,3,2,8,10,1,2,11.6,46,"Amazing game, but the gameplay is amazing.",1,4
Tetris,30.9,2,49.37,3,2,70,9,9,2,24.7,49,"Solid game, but too many bugs.",1,6
"Mario Kart 8 Deluxe",19.7,2,36.04,5,2,77,13,5,1,8.7,23,"Solid game, but the gameplay is amazing.",2,2
"Rocket League",39.7,4,52.56,4,1,54,6,2,1,40.6,25,"Great game, but the graphics could be better.",1,6
"The Sims 4",25.7,2,40.42,2,2,45,5,6,1,17.2,11,"Great game, but the graphics could be better.",1,4
Hades,34,3,50.9,2,1,75,4,10,1,22.6,50,"Solid game, but the graphics could be better.",2,6
"Red Dead Redemption 2",40.5,4,48.18,3,1,15,2,9,2,58.2,28,"Disappointing game, but too many bugs.",2,4
"Just Dance 2024",22.1,2,28.87,1,1,49,5,10,2,24.1,39,"Amazing game, but the graphics could be better.",1,2
"PokÃ©mon Scarlet & Violet",25.2,4,48.29,4,1,46,1,10,2,9.9,36,"Great game, but the graphics could be better.",1,6
"Street Fighter V",31.7,2,44.38,1,2,13,5,7,1,30.9,13,"Amazing game, but too many bugs.",1,10
"Mario Kart 8 Deluxe",31.7,3,41.84,2,2,26,11,3,2,41.8,54,"Great game, but the graphics could be better.",2,4
"Pillars of Eternity II: Deadfire",27.5,4,48.13,4,1,55,5,4,2,17.5,21,"Solid game, but the graphics could be better.",1,2
"The Sims 4",23.4,2,43.41,4,1,5,3,1,2,6.2,12,"Disappointing game, but too many bugs.",1,4
"Halo Infinite",42.6,1,51.86,2,1,13,2,2,2,52,37,"Disappointing game, but the gameplay is amazing.",1,8
"Animal Crossing: New Horizons",24.1,1,21.75,4,2,63,11,9,1,45.8,1,"Solid game, but the gameplay is amazing.",2,1
"Hitman 3",24,3,38.13,4,2,49,13,10,1,16.5,29,"Solid game, but too many bugs.",2,4
"Kingdom Hearts III",33.9,2,41.01,2,2,67,9,9,1,44.7,17,"Amazing game, but the graphics could be better.",2,7
"The Legend of Zelda: Breath of the Wild",40.5,3,44.59,3,1,33,7,2,1,55.3,22,"Great game, but too many bugs.",2,8
"Rocket League",24.1,3,39.93,2,2,62,3,7,2,7.3,23,"Amazing game, but too many bugs.",1,8
"Halo Infinite",35.2,2,49.01,3,2,8,5,10,1,33.2,31,"Amazing game, but the gameplay is amazing.",2,5
Minecraft,24.3,1,37.93,5,2,2,4,5,1,14.7,19,"Disappointing game, but the gameplay is amazing.",1,2
Minecraft,35.2,3,35.92,2,1,30,12,5,2,55.7,27,"Amazing game, but the gameplay is amazing.",2,10
"Counter-Strike: Global Offensive",45.7,1,59.16,5,1,59,2,6,2,51.9,20,"Disappointing game, but too many bugs.",1,3
"PokÃ©mon Scarlet & Violet",34.1,4,48.84,4,1,22,11,4,2,31.2,24,"Amazing game, but the graphics could be better.",1,6
"Mario Kart 8 Deluxe",31.9,1,28.69,4,1,50,6,2,1,55,50,"Amazing game, but the gameplay is amazing.",2,8
"The Witcher 3: Wild Hunt",33.4,4,43.69,4,2,61,14,9,2,40.9,26,"Solid game, but the graphics could be better.",1,8
"The Sims 4",20.2,1,20.62,5,2,72,14,10,1,39.4,16,"Disappointing game, but too many bugs.",1,5
Fortnite,33.5,2,58.54,3,2,32,1,3,1,16.8,4,"Solid game, but the graphics could be better.",2,2
"Mario Kart 8 Deluxe",24.4,4,32.69,5,2,44,8,2,2,24.4,32,"Great game, but the gameplay is amazing.",1,6
"Ghost of Tsushima",31.5,4,32.7,1,1,12,3,5,2,46.9,29,"Disappointing game, but the gameplay is amazing.",2,6
"Counter-Strike: Global Offensive",31.5,3,34.17,5,2,40,9,5,1,49.7,20,"Disappointing game, but the graphics could be better.",1,7
"Hitman 3",33.6,2,39.94,3,2,53,3,7,2,43.7,17,"Great game, but the graphics could be better.",1,5
"Portal 2",29.6,3,37.01,2,2,14,14,2,1,38.3,11,"Amazing game, but too many bugs.",2,1
"Super Smash Bros. Ultimate",29.6,4,33.57,4,2,87,13,3,2,36.8,33,"Solid game, but the gameplay is amazing.",2,1
Fortnite,35.4,1,47.59,1,1,32,8,6,1,43.9,47,"Disappointing game, but the graphics could be better.",2,3
Tetris,18.4,2,32.79,1,2,7,3,10,1,7.7,11,"Great game, but the graphics could be better.",1,7
"Red Dead Redemption 2",26.1,4,20.49,5,2,44,1,10,2,55.4,43,"Great game, but the graphics could be better.",2,3
"Mario Kart 8 Deluxe",21.3,4,26.7,4,2,17,13,7,1,28,49,"Amazing game, but too many bugs.",2,10
"Super Mario Odyssey",30.7,1,44.89,2,1,42,11,1,1,28,40,"Disappointing game, but the graphics could be better.",1,4
"Halo Infinite",41.8,1,51.21,2,2,89,8,4,1,50.6,62,"Great game, but the graphics could be better.",1,7
"Super Mario Odyssey",27.5,4,50.89,5,2,47,8,1,1,10.4,38,"Disappointing game, but the gameplay is amazing.",1,4
"FIFA 24",33.1,1,51.39,2,2,53,14,2,2,30.1,5,"Amazing game, but the graphics could be better.",1,7
"Grand Theft Auto V",32.7,3,53.1,2,1,6,4,3,1,24.7,32,"Amazing game, but the gameplay is amazing.",1,8
"Kingdom Hearts III",32,4,38.34,5,2,67,3,5,2,46.6,17,"Great game, but the graphics could be better.",2,10
"FIFA 24",26.4,3,51.57,3,2,27,3,5,2,6.2,59,"Disappointing game, but the graphics could be better.",2,1
"The Witcher 3: Wild Hunt",31.7,4,59.98,3,1,23,8,5,1,8.1,15,"Amazing game, but the gameplay is amazing.",2,6
"Just Dance 2024",19.2,4,26.15,2,2,19,5,3,1,21.6,36,"Amazing game, but the graphics could be better.",1,2
"The Legend of Zelda: Breath of the Wild",37.9,3,47.7,3,1,2,1,9,2,52.5,21,"Solid game, but too many bugs.",2,4
"The Elder Scrolls V: Skyrim",34.9,2,37.8,2,1,5,2,10,2,51.5,6,"Disappointing game, but the graphics could be better.",2,5
"Ghost of Tsushima",19.9,3,24.92,3,2,70,9,8,2,23.1,26,"Amazing game, but the graphics could be better.",1,8
"Among Us",22.5,2,25.61,5,1,59,7,9,1,30.2,51,"Disappointing game, but too many bugs.",1,7
Minecraft,35.9,1,43.95,2,1,15,6,10,1,50.4,53,"Disappointing game, but the gameplay is amazing.",2,5
"The Sims 4",40.9,2,52.29,4,1,56,1,2,1,50.9,39,"Disappointing game, but too many bugs.",1,5
"League of Legends",21.7,4,38.42,5,1,22,1,10,1,6.6,13,"Amazing game, but the graphics could be better.",2,3
Tetris,27.8,4,43.19,5,2,1,2,5,1,23.2,33,"Great game, but too many bugs.",1,2
"Red Dead Redemption 2",14.9,4,26.65,1,1,73,9,6,1,7.3,4,"Solid game, but the graphics could be better.",1,1
Hades,28.2,3,52.91,4,1,72,11,6,1,10.8,9,"Solid game, but the gameplay is amazing.",1,2
"Kingdom Hearts III",39.3,1,43.49,4,1,27,12,2,1,58.2,17,"Great game, but the gameplay is amazing.",2,10
"Rocket League",27.2,2,41.78,5,2,58,8,2,1,23.3,59,"Solid game, but the graphics could be better.",1,8
"1000-Piece Puzzle",19.7,3,35.91,5,2,68,9,7,2,12.5,49,"Solid game, but the gameplay is amazing.",2,7
"Super Smash Bros. Ultimate",32.3,1,43.37,3,1,17,1,5,1,40.2,22,"Great game, but the graphics could be better.",2,2
"League of Legends",39.9,4,50.8,5,2,67,12,1,2,52.3,50,"Solid game, but too many bugs.",1,3
"Among Us",39.5,1,51.67,5,1,51,8,2,2,49.3,54,"Disappointing game, but the gameplay is amazing.",2,10
"Super Smash Bros. Ultimate",28.4,4,37.15,3,1,89,7,8,2,32.9,61,"Amazing game, but the gameplay is amazing.",1,4
"Bioshock Infinite",21.5,4,23.01,1,1,65,9,10,1,37.5,50,"Great game, but too many bugs.",2,7
"Spelunky 2",37.2,4,41.09,4,2,68,1,1,1,56,59,"Great game, but too many bugs.",1,6
"Animal Crossing: New Horizons",30.9,3,48.9,2,1,88,3,2,1,17.3,42,"Solid game, but the graphics could be better.",1,2
"Street Fighter V",37.3,4,57.45,3,1,11,1,2,2,35.3,27,"Amazing game, but the graphics could be better.",1,2
"Super Mario Odyssey",31.4,2,58.07,2,1,89,13,1,1,11.7,56,"Great game, but the graphics could be better.",2,8
"Half-Life: Alyx",23.5,1,20.44,2,2,84,12,5,2,39.5,13,"Disappointing game, but the gameplay is amazing.",2,5
"Spelunky 2",21.2,4,30.64,5,2,79,9,5,1,15.2,18,"Disappointing game, but the gameplay is amazing.",1,6
"Hitman 3",39.6,2,58.99,1,1,37,1,6,2,31.6,12,"Disappointing game, but the gameplay is amazing.",1,10
"FIFA 24",12.2,2,22.86,5,2,51,2,5,1,6.7,49,"Great game, but too many bugs.",2,3
"Spelunky 2",27.8,3,48.27,2,1,66,4,8,2,14.9,5,"Solid game, but the graphics could be better.",1,2
"Spelunky 2",23.8,2,26.08,5,1,2,3,1,1,41,36,"Amazing game, but the graphics could be better.",2,5
Cuphead,42.9,2,47.47,3,1,56,3,10,1,59,36,"Great game, but the graphics could be better.",2,5
"Portal 2",21.1,3,33.56,5,1,17,5,1,1,12.8,64,"Amazing game, but the graphics could be better.",1,7
Fortnite,33.2,4,29.87,2,2,26,14,2,2,55.7,5,"Amazing game, but too many bugs.",2,8
"Kingdom Hearts III",35.3,1,37.53,3,1,35,8,6,1,59,27,"Disappointing game, but too many bugs.",1,5
"Ghost of Tsushima",26.7,4,25.11,1,2,54,7,6,2,40.4,63,"Disappointing game, but too many bugs.",2,5
"Tekken 7",29.4,1,29.75,3,2,58,8,4,1,45.4,53,"Disappointing game, but the graphics could be better.",2,8
"Halo Infinite",38.1,1,39.75,2,2,59,11,9,2,58.6,20,"Solid game, but the gameplay is amazing.",1,3
"Red Dead Redemption 2",36.1,4,59.64,1,2,72,5,1,2,27.1,12,"Great game, but the gameplay is amazing.",2,5
"Counter-Strike: Global Offensive",34,2,50.99,2,1,6,13,6,2,23.4,6,"Disappointing game, but too many bugs.",2,3
"Portal 2",32.8,1,57.74,4,2,74,3,10,1,15,22,"Amazing game, but too many bugs.",2,6
"Call of Duty: Modern Warfare 2",11.8,3,21.9,5,2,76,12,10,1,8.7,19,"Solid game, but too many bugs.",1,3
"League of Legends",42.1,1,56,2,1,68,11,4,2,53.1,40,"Solid game, but the gameplay is amazing.",2,5
"Halo Infinite",15.3,3,21.73,1,1,67,3,7,2,20.9,46,"Solid game, but too many bugs.",1,2
"Spelunky 2",28.4,3,45.57,3,1,17,7,4,2,21.1,38,"Amazing game, but too many bugs.",1,3
Tetris,24.1,3,41.92,5,2,39,14,3,1,15.6,21,"Amazing game, but too many bugs.",1,10
"Mario Kart 8 Deluxe",30.3,3,53.09,5,2,84,6,3,1,6.3,7,"Great game, but the gameplay is amazing.",1,2
Cuphead,26.3,4,42.01,4,2,72,4,9,2,11,2,"Disappointing game, but the gameplay is amazing.",2,3
"Sid Meierâ€™s Civilization VI",33.5,2,40.32,1,1,79,5,1,1,47.4,7,"Disappointing game, but the graphics could be better.",2,1
"Super Smash Bros. Ultimate",25.9,1,29.51,4,2,81,11,2,2,40.9,26,"Amazing game, but too many bugs.",1,4
"Bioshock Infinite",24.9,3,21.57,1,1,86,8,6,2,40.4,64,"Amazing game, but the gameplay is amazing.",2,10
"Tekken 7",18.9,4,24.72,5,2,57,5,10,1,20.9,59,"Solid game, but too many bugs.",1,10
"Stardew Valley",31,3,54.1,5,2,31,6,7,2,7.1,17,"Great game, but the gameplay is amazing.",2,8
"Portal 2",19.2,3,34.36,5,2,37,5,4,2,6.3,30,"Solid game, but too many bugs.",2,6
"Stardew Valley",39.7,2,46.51,4,1,76,7,3,2,50.7,30,"Disappointing game, but the gameplay is amazing.",2,6
"League of Legends",33.5,4,51.22,1,2,76,1,5,2,24.2,63,"Amazing game, but the gameplay is amazing.",1,4
"Tekken 7",26.8,3,48.18,2,1,77,2,6,1,15.7,14,"Disappointing game, but too many bugs.",1,6
"League of Legends",31.8,4,53.64,3,1,29,14,4,1,16.4,12,"Disappointing game, but the graphics could be better.",1,5
"Halo Infinite",29.1,2,29.66,4,1,87,1,2,1,46.3,15,"Great game, but the gameplay is amazing.",2,8
"Ghost of Tsushima",19.3,3,23.11,1,2,39,13,6,2,31.9,24,"Solid game, but the gameplay is amazing.",2,6
"Call of Duty: Modern Warfare 2",27.8,4,39.38,3,1,25,14,1,2,23.9,20,"Amazing game, but too many bugs.",1,10
"Tomb Raider (2013)",21.7,1,23.08,3,1,65,13,5,2,29.3,40,"Great game, but the gameplay is amazing.",2,5
"Portal 2",39.4,2,56.81,1,1,51,6,3,2,38.8,23,"Solid game, but the gameplay is amazing.",1,6
"FIFA 24",38.3,2,40.35,4,2,1,3,4,2,56.9,39,"Great game, but too many bugs.",1,3
"Among Us",35.5,3,54.56,3,1,38,6,6,1,33.7,12,"Solid game, but the gameplay is amazing.",1,5
"Rocket League",25.4,1,24.3,4,2,71,6,4,2,40.4,35,"Amazing game, but too many bugs.",1,4
"Hitman 3",19,1,21.25,4,1,6,1,6,1,25.9,25,"Disappointing game, but too many bugs.",1,7
"Tekken 7",27.1,2,36.14,5,1,24,4,7,2,26.1,39,"Solid game, but the gameplay is amazing.",2,10
"The Sims 4",17.1,3,28.2,5,2,74,7,5,2,15.2,38,"Amazing game, but the gameplay is amazing.",1,7
"Stardew Valley",17.9,2,30.43,5,2,80,5,8,1,6.6,57,"Great game, but the gameplay is amazing.",1,2
"Rocket League",39.5,4,55.51,5,2,24,4,2,2,40.9,18,"Amazing game, but the graphics could be better.",1,3
"Super Smash Bros. Ultimate",37,1,41.79,4,1,27,3,10,2,55.6,6,"Solid game, but the graphics could be better.",1,6
"Spelunky 2",45.7,2,59.81,2,2,32,6,3,1,56.3,21,"Disappointing game, but the graphics could be better.",1,10
Minecraft,38.9,4,52.76,4,2,55,14,7,1,46.2,2,"Solid game, but the gameplay is amazing.",1,1
"Tekken 7",24.5,2,22.81,5,2,73,14,8,2,45.6,37,"Solid game, but the graphics could be better.",1,1
Fortnite,25.2,2,26.01,4,1,90,12,3,1,34,40,"Solid game, but the gameplay is amazing.",2,6
"Pillars of Eternity II: Deadfire",22.8,2,40.76,2,2,15,5,5,2,12.3,44,"Great game, but the graphics could be better.",2,7
"The Elder Scrolls V: Skyrim",28.9,3,36.15,3,1,67,14,10,1,32.4,36,"Solid game, but too many bugs.",2,6
"Rocket League",25.4,4,27.94,2,1,84,11,7,1,42.5,51,"Disappointing game, but the gameplay is amazing.",1,2
"Super Mario Odyssey",34.3,1,39.66,5,2,45,2,6,1,44.8,58,"Disappointing game, but the gameplay is amazing.",1,8
"Call of Duty: Modern Warfare 2",20.3,2,30.4,3,1,6,4,3,1,12,58,"Great game, but the graphics could be better.",2,3
"Red Dead Redemption 2",20.6,3,31.64,2,2,1,13,6,1,19.6,5,"Great game, but the graphics could be better.",1,8
Minecraft,32.5,1,59.18,3,2,14,12,6,2,12.9,21,"Amazing game, but the gameplay is amazing.",2,3
"PokÃ©mon Scarlet & Violet",21,2,29.85,3,1,3,1,3,2,23.7,63,"Great game, but too many bugs.",1,3
"League of Legends",30.2,4,56.1,2,2,44,7,1,2,13,8,"Great game, but the gameplay is amazing.",1,1
"Spelunky 2",20.1,4,23.11,2,1,28,11,7,1,29,3,"Solid game, but the gameplay is amazing.",2,6
"Super Smash Bros. Ultimate",30.3,3,31.01,5,1,64,9,2,2,45.8,7,"Solid game, but the gameplay is amazing.",1,6
"Stardew Valley",19,3,29.88,2,2,17,4,9,2,7.9,50,"Disappointing game, but the graphics could be better.",1,8
Fortnite,26.7,3,35.64,2,1,8,5,3,1,29.4,33,"Great game, but too many bugs.",1,10
"Stardew Valley",23.4,4,24.13,4,1,48,8,2,2,40.5,49,"Disappointing game, but the gameplay is amazing.",1,8
"Bioshock Infinite",24.6,2,29.5,3,1,81,1,6,1,30.8,41,"Disappointing game, but too many bugs.",2,2
"Sid Meierâ€™s Civilization VI",24.9,1,20.57,2,1,27,13,7,2,50.4,23,"Great game, but the gameplay is amazing.",2,1
"Counter-Strike: Global Offensive",22.4,1,33.3,5,1,82,7,2,1,12.9,63,"Amazing game, but too many bugs.",1,7
"Tekken 7",44.2,4,58.2,5,2,24,5,9,2,43.7,19,"Disappointing game, but the graphics could be better.",1,10
Hades,34.5,4,49.45,2,2,33,9,2,1,27.1,39,"Amazing game, but too many bugs.",2,8
"Stardew Valley",24.5,4,32.1,1,2,54,10,6,2,34.5,50,"Amazing game, but the graphics could be better.",1,4
"Portal 2",26.6,2,39.9,3,1,70,13,5,2,28.6,40,"Amazing game, but the graphics could be better.",1,8
"FIFA 24",22,2,43.07,5,1,31,10,5,2,5.4,62,"Disappointing game, but the gameplay is amazing.",2,8
"Spelunky 2",22.3,2,38.7,1,2,17,10,3,1,9.3,17,"Amazing game, but the gameplay is amazing.",1,2
"Animal Crossing: New Horizons",23.8,1,29.39,3,1,68,1,3,1,36.9,42,"Disappointing game, but the gameplay is amazing.",2,3
"The Witcher 3: Wild Hunt",30.7,3,34.32,2,1,56,5,5,2,44.2,60,"Amazing game, but too many bugs.",2,7
"The Witcher 3: Wild Hunt",23.2,3,36.55,1,2,47,8,10,2,19.4,9,"Disappointing game, but the gameplay is amazing.",1,1
"Counter-Strike: Global Offensive",38.2,4,55.72,5,2,6,7,10,2,34.9,27,"Great game, but the gameplay is amazing.",1,2
"1000-Piece Puzzle",34.7,4,36.13,1,2,20,4,7,2,59.7,29,"Solid game, but the graphics could be better.",1,8
"The Sims 4",12.1,2,20.14,3,1,32,4,4,1,7.9,51,"Disappointing game, but the gameplay is amazing.",1,1
"Halo Infinite",24.4,4,29.93,4,1,65,14,7,2,28.7,57,"Great game, but the graphics could be better.",1,3
"League of Legends",21,3,28.15,5,1,12,11,1,1,24.2,7,"Solid game, but the gameplay is amazing.",1,10
"Just Dance 2024",22.6,3,29.81,1,1,22,1,1,2,22.3,1,"Great game, but too many bugs.",2,3
"Spelunky 2",20.9,1,36.8,1,2,61,1,4,2,6.2,63,"Disappointing game, but too many bugs.",1,6
"Red Dead Redemption 2",34.3,2,40.2,1,1,9,13,6,2,42.1,60,"Great game, but the graphics could be better.",2,2
"Tekken 7",26.5,2,38.03,1,1,13,6,3,1,30.3,47,"Solid game, but the gameplay is amazing.",1,7
"Hitman 3",37.2,3,40.99,4,1,10,4,2,2,55.2,18,"Great game, but the graphics could be better.",1,7
"Counter-Strike: Global Offensive",36.8,4,58.93,2,2,88,10,8,2,29.9,25,"Disappointing game, but the graphics could be better.",1,6
"Pillars of Eternity II: Deadfire",15.6,2,24.9,1,2,88,9,2,2,11.7,7,"Amazing game, but too many bugs.",2,3
"The Witcher 3: Wild Hunt",34.6,2,59.97,1,1,41,2,1,1,20.2,36,"Great game, but the gameplay is amazing.",2,4
"Tekken 7",35.6,2,46.93,2,1,7,13,5,2,42.7,43,"Solid game, but the gameplay is amazing.",2,2
"Mario Kart 8 Deluxe",32.2,2,46.79,3,1,58,1,6,1,24.7,50,"Great game, but the gameplay is amazing.",1,1
"Hitman 3",33.3,4,37.59,1,1,63,3,10,1,44.7,61,"Great game, but the graphics could be better.",1,1
"Animal Crossing: New Horizons",29.1,4,31.74,5,1,30,1,7,1,44.6,1,"Disappointing game, but the graphics could be better.",2,5
"Portal 2",23.1,2,23.47,4,1,68,7,4,1,39.3,24,"Amazing game, but the gameplay is amazing.",1,4
"Counter-Strike: Global Offensive",39.1,4,58.62,3,1,50,2,4,1,32.4,9,"Great game, but the graphics could be better.",1,7
"Counter-Strike: Global Offensive",44,1,52.93,5,1,41,3,1,2,52.1,56,"Solid game, but too many bugs.",2,10
"Tomb Raider (2013)",25.1,1,45.12,1,2,72,12,4,2,9.2,60,"Disappointing game, but the gameplay is amazing.",1,5
"FIFA 24",29.5,4,34.42,5,2,83,8,10,1,41.1,48,"Solid game, but the gameplay is amazing.",1,7
"FIFA 24",29.4,2,49.06,5,1,82,14,7,2,15.7,57,"Solid game, but the gameplay is amazing.",2,3
"Super Mario Odyssey",23.4,3,25.77,3,2,20,13,3,2,33.7,5,"Solid game, but too many bugs.",2,5
Fortnite,25.2,3,24.53,3,1,25,7,4,1,44.5,46,"Solid game, but too many bugs.",2,1
"FIFA 24",30,4,41.95,5,2,65,12,3,1,24.5,24,"Solid game, but the gameplay is amazing.",2,5
"Halo Infinite",27.3,4,40.83,4,1,36,6,7,1,23.6,6,"Disappointing game, but the gameplay is amazing.",1,8
Minecraft,26.8,3,21.4,4,1,89,2,8,1,52.2,52,"Amazing game, but too many bugs.",1,8
"Fall Guys",25.5,4,40.99,5,1,84,4,6,2,15.4,54,"Great game, but the graphics could be better.",2,7
"PokÃ©mon Scarlet & Violet",31,4,26.52,4,1,9,3,6,2,53.7,20,"Disappointing game, but the gameplay is amazing.",1,5
"Mario Kart 8 Deluxe",22.9,3,20.11,1,1,26,3,4,2,38.5,10,"Solid game, but the gameplay is amazing.",2,1
"Tekken 7",32.4,1,47.16,3,1,32,1,9,1,23.3,8,"Amazing game, but the graphics could be better.",2,3
"Grand Theft Auto V",29,2,33.64,3,2,63,12,3,1,43.3,52,"Amazing game, but too many bugs.",1,6
"Ghost of Tsushima",39.3,4,52.87,2,1,20,4,4,2,40.6,27,"Amazing game, but too many bugs.",2,6
"Portal 2",25.3,2,20.61,1,1,67,7,5,2,56.6,59,"Amazing game, but too many bugs.",1,2
"Fall Guys",36.3,2,41.59,2,2,49,10,6,1,51.9,33,"Amazing game, but too many bugs.",1,1
"FIFA 24",30.3,4,31.35,4,2,11,10,10,1,53.3,39,"Great game, but the graphics could be better.",1,3
Fortnite,31.4,2,43.29,2,2,24,4,1,2,33.1,32,"Great game, but the gameplay is amazing.",1,7
"Street Fighter V",19.3,2,30.32,3,2,78,4,9,2,13.8,57,"Great game, but too many bugs.",2,7
